ORGID,ORGNAME,STATUSCODE,UPDATETIME
307230000NUWA0000,合作金庫商業銀行自強分行,T,2018-12-21 17:27:05
307230000NUK30000,合作金庫商業銀行西屯分行,T,2018-12-21 17:27:04
307230000NUWB0000,合作金庫商業銀行中山分行,T,2018-12-21 17:27:05
307230000NU250000,合作金庫商業銀行仰光代表人辦事處,T,2020-06-23 17:02:55
307230000NUY90000,合作金庫商業銀行員新分行,T,2018-12-21 17:27:06
307230000NU320000,合作金庫商業銀行金邊西哈努克支行,T,2020-06-23 16:56:06
307230000NUL50000,合作金庫商業銀行竹山分行,T,2018-12-21 17:27:04
307230000NU180000,合作金庫商業銀行雪梨分行,T,2020-06-23 17:06:39
307230000NUL90000,合作金庫商業銀行北港分行,T,2018-12-21 17:27:04
307230000NUM00000,合作金庫商業銀行嘉義分行,T,2018-12-21 17:27:04
307230000NUWE0000,合作金庫商業銀行世貿分行,T,2018-12-21 17:27:05
307230000NUM10000,合作金庫商業銀行南嘉義分行,T,2018-12-21 17:27:04
307230000NUZQ0000,合作金庫商業銀行鹿港分行,T,2018-12-21 17:27:06
307230000NUXJ0000,合作金庫商業銀行新竹科學園區分行,T,2018-12-21 17:27:05
307230000NUWH0000,合作金庫商業銀行北士林分行,T,2018-12-21 17:27:05
307230000NUWI0000,合作金庫商業銀行信維分行,T,2018-12-21 17:27:05
307230000NUYL0000,合作金庫商業銀行港都分行,T,2018-12-21 17:27:06
307230000NU2A0000,合作金庫商業銀行電子金融部,T,2018-12-21 17:27:01
307230000NUA20000,合作金庫商業銀行西門分行,T,2018-12-21 17:27:02
307230000NUL60000,合作金庫商業銀行彰化分行,T,2018-12-21 17:27:04
307230000NUB10000,合作金庫商業銀行城東分行,T,2018-12-21 17:27:02
307230000NUW50000,合作金庫商業銀行路竹分行,T,2018-12-21 17:27:05
307230000NUX40000,合作金庫商業銀行左營分行,T,2018-12-21 17:27:05
307230000NUZP0000,合作金庫商業銀行鶯歌分行,T,2018-12-21 17:27:06
307230000NUV90000,合作金庫商業銀行一心路分行,T,2018-12-21 17:27:05
307230000NUX00000,合作金庫商業銀行潮州分行,T,2018-12-21 17:27:05
307230000NUX10000,合作金庫商業銀行臺東分行,T,2018-12-21 17:27:05
307230000NUYU0000,合作金庫商業銀行北新營分行,T,2018-12-21 17:27:06
307230000NUZ90000,合作金庫商業銀行東嘉義分行,T,2018-12-21 17:27:06
307230000NUE50000,合作金庫商業銀行蘇澳分行,T,2018-12-21 17:27:02
307230000NUV40000,合作金庫商業銀行灣內分行,T,2018-12-21 17:27:05
307230000NUV50000,合作金庫商業銀行東高雄分行,T,2018-12-21 17:27:05
307230000NUWW0000,合作金庫商業銀行寶橋分行,T,2018-12-21 17:27:05
307230000NUXK0000,合作金庫商業銀行經國分行,T,2018-12-21 17:27:05
307230000NUR80000,合作金庫商業銀行東臺中分行,T,2018-12-21 17:27:04
307230000NUS50000,合作金庫商業銀行昌平分行,T,2018-12-21 17:27:04
307230000NUK20000,合作金庫商業銀行五權分行,T,2018-12-21 17:27:04
307230000NUZ00000,合作金庫商業銀行美濃分行,T,2018-12-21 17:27:06
307230000NUZ60000,合作金庫商業銀行東港分行,T,2018-12-21 17:27:06
307230000NUC30000,合作金庫商業銀行基隆分行,T,2018-12-21 17:27:02
307230000NUWX0000,合作金庫商業銀行新泰分行,T,2018-12-21 17:27:05
307230000NU670000,合作金庫商業銀行董事會秘書部,T,2018-12-21 17:27:02
307230000NUE10000,合作金庫商業銀行淡水分行,T,2018-12-21 17:27:02
307230000NUL20000,合作金庫商業銀行太平分行,T,2018-12-21 17:27:04
307230000NUS00000,合作金庫商業銀行美村分行,T,2018-12-21 17:27:04
307230000NUS20000,合作金庫商業銀行黎明分行,T,2018-12-21 17:27:04
307230000NUY20000,合作金庫商業銀行竹南分行,T,2018-12-21 17:27:06
307230000NUYB0000,合作金庫商業銀行北斗分行,T,2018-12-21 17:27:06
307230000NUYM0000,合作金庫商業銀行七賢分行,T,2018-12-21 17:27:06
307230000NUYE0000,合作金庫商業銀行水湳分行,T,2018-12-21 17:27:06
307230000NUYI0000,合作金庫商業銀行赤崁分行,T,2018-12-21 17:27:06
307230000NUYJ0000,合作金庫商業銀行府城分行,T,2018-12-21 17:27:06
307230000NUO10000,合作金庫商業銀行新北市區區域中心,T,2018-12-21 17:27:04
307230000NUP30000,合作金庫商業銀行永安分行,T,2018-12-21 17:27:04
307230000NUS70000,合作金庫商業銀行文心分行,T,2018-12-21 17:27:04
307230000NUT40000,合作金庫商業銀行北臺南分行,T,2018-12-21 17:27:04
307230000NUV10000,合作金庫商業銀行南高雄分行,T,2018-12-21 17:27:05
307230000NUW20000,合作金庫商業銀行永康分行,T,2018-12-21 17:27:05
307230000NUXZ0000,合作金庫商業銀行衛道分行,T,2018-12-21 17:27:06
307230000NUT50000,合作金庫商業銀行東臺南分行,T,2018-12-21 17:27:04
307230000NUT60000,合作金庫商業銀行高雄分行,T,2018-12-21 17:27:04
307230000NUU20000,合作金庫商業銀行林內分行,T,2018-12-21 17:27:04
307230000NUV00000,合作金庫商業銀行三民分行,T,2018-12-21 17:27:05
307230000NU2B0000,合作金庫商業銀行信用卡部,T,2018-12-21 17:27:01
307230000NUK60000,合作金庫商業銀行苗栗分行,T,2018-12-21 17:27:04
307230000NUA30000,合作金庫商業銀行大同分行,T,2018-12-21 17:27:02
307230000NUD30000,合作金庫商業銀行林口文化分行,T,2018-12-21 17:27:02
307230000NUO70000,合作金庫商業銀行中區區域中心,T,2018-12-21 17:27:04
307230000NUD40000,合作金庫商業銀行海山分行,T,2018-12-21 17:27:02
307230000NUB40000,合作金庫商業銀行大安分行,T,2018-12-21 17:27:02
307230000NUB50000,合作金庫商業銀行民權分行,T,2018-12-21 17:27:02
307230000NUB60000,合作金庫商業銀行三興分行,T,2018-12-21 17:27:02
307230000NUP10000,合作金庫商業銀行后里分行,T,2018-12-21 17:27:04
307230000NUXB0000,合作金庫商業銀行壢新分行,T,2018-12-21 17:27:05
307230000NUG70000,合作金庫商業銀行長春分行,T,2018-12-21 17:27:03
307230000NUH00000,合作金庫商業銀行古亭分行,T,2018-12-21 17:27:03
307230000NUYZ0000,合作金庫商業銀行北岡山分行,T,2018-12-21 17:27:06
307230000NUF00000,合作金庫商業銀行龜山分行,T,2018-12-21 17:27:03
307230000NUYA0000,合作金庫商業銀行南彰化分行,T,2018-12-21 17:27:06
307230000NU5A0000,合作金庫商業銀行臺北分行,T,2018-12-21 17:27:02
307230000NU2D0000,合作金庫商業銀行風險管理部,T,2018-12-21 17:27:01
307230000NUL10000,合作金庫商業銀行大里分行,T,2018-12-21 17:27:04
307230000NU550000,合作金庫商業銀行業務發展部,T,2018-12-21 17:27:02
307230000NUN90000,合作金庫商業銀行客戶服務中心,T,2018-12-21 17:27:04
307230000NUL30000,合作金庫商業銀行南投分行,T,2018-12-21 17:27:04
307230000NUO00000,合作金庫商業銀行北市一區區域中心,T,2018-12-21 17:27:04
307230000NUL70000,合作金庫商業銀行員林分行,T,2018-12-21 17:27:04
307230000NUN10000,合作金庫商業銀行烏日分行,T,2018-12-21 17:27:04
307230000NUO50000,合作金庫商業銀行雲嘉南區區域中心,T,2018-12-21 17:27:04
307230000NU520000,合作金庫商業銀行財務部,T,2018-12-21 17:27:02
307230000NUZW0000,合作金庫商業銀行大社分行,T,2018-12-21 17:27:06
307230000NU840000,合作金庫商業銀行董事會稽核部,T,2018-12-21 17:27:02
307230000NU980000,合作金庫商業銀行保險代理部,T,2018-12-21 17:27:02
307230000NUA60000,合作金庫商業銀行東門分行,T,2018-12-21 17:27:02
307230000NUA70000,合作金庫商業銀行大稻埕分行,T,2018-12-21 17:27:02
307230000NUB80000,合作金庫商業銀行石牌分行,T,2018-12-21 17:27:02
307230000NUC60000,合作金庫商業銀行永和分行,T,2018-12-21 17:27:02
307230000NUD70000,合作金庫商業銀行土城分行,T,2018-12-21 17:27:02
307230000NUE70000,合作金庫商業銀行桃園分行,T,2018-12-21 17:27:03
307230000NUE80000,合作金庫商業銀行中壢分行,T,2018-12-21 17:27:03
307230000NUF40000,合作金庫商業銀行迴龍分行,T,2018-12-21 17:27:03
307230000NUG60000,合作金庫商業銀行信義分行,T,2018-12-21 17:27:03
307230000NUF60000,合作金庫商業銀行新竹分行,T,2018-12-21 17:27:03
307230000NUG30000,合作金庫商業銀行城內分行,T,2018-12-21 17:27:03
307230000NUC20000,合作金庫商業銀行內湖分行,T,2018-12-21 17:27:02
307230000NUJ40000,合作金庫商業銀行集中作業中心,T,2018-12-21 17:27:03
310900100Q,東海大學,T,2019-06-27 17:18:36
310900100QU320000,東海大學軍訓室,T,2019-01-17 17:53:47
310900200QU020000,天主教學校校務發展協會,T,2018-12-10 17:15:20
310900200QU320000,輔仁大學學校財團法人輔仁大學軍訓室,T,2018-12-10 17:15:20
310900200Q,輔仁大學學校財團法人輔仁大學,T,2019-08-02 17:33:54
310900200QU180000,輔仁大學學校財團法人,T,2018-12-10 17:15:20
310900300QU320000,東吳大學軍訓室,T,2018-12-28 17:43:33
310900300Q,東吳大學,T,2019-05-01 17:47:58
310900400Q,中原大學,T,2018-12-12 17:28:31
310900400QU320000,中原大學軍訓室,T,2018-12-12 17:28:32
310900400QU900000,中原大學校長遴選委員會,T,2018-12-12 17:28:32
310900500QU320000,淡江大學軍訓室,T,2020-04-06 16:51:46
310900500Q,淡江大學,T,2020-04-06 16:51:46
310900600QU320000,中國文化大學軍訓室,T,2018-12-10 17:24:16
310900600Q,中國文化大學,T,2019-08-06 16:37:54
310900700QU320000,逢甲大學軍訓室,T,2019-01-22 17:52:39
310900700Q,逢甲大學,T,2019-07-26 16:33:30
310900800Q,靜宜大學,T,2019-08-08 16:26:24
310900900QU320000,長庚大學軍訓室,T,2018-12-28 17:53:14
310900900Q,長庚大學,T,2019-08-02 17:55:28
310901000QU320000,元智大學軍訓室,T,2019-01-22 17:52:39
310901000Q,元智大學,T,2019-08-12 16:30:43
310901100Q,中華大學學校財團法人中華大學,T,2019-09-05 17:27:10
310901100QU320000,中華大學學校財團法人中華大學軍訓室,T,2019-09-04 17:14:01
310901200Q,大葉大學,T,2018-12-28 17:53:14
310901200QU320000,大葉大學軍訓室,T,2018-12-28 17:53:14
310901300QU320000,華梵大學軍訓室,T,2019-01-22 17:52:39
310901300Q,華梵大學,T,2019-08-12 16:20:07
310901400QU400000,義守大學校長遴選委員會,T,2018-12-28 17:53:14
310901400Q,義守大學,T,2018-12-28 17:53:14
310901400QU320000,義守大學軍訓室,T,2018-12-28 17:53:14
310901400T,測試義守大學,T,2019-04-12 17:46:37
310901500QU320000,世新大學軍訓室,T,2019-01-17 17:53:47
310901500Q,世新大學,T,2019-08-08 16:21:16
310901600QU320000,銘傳大學軍訓室,T,2018-12-28 17:53:14
310901600Q,銘傳大學,T,2018-12-28 17:53:14
310901700QU310000,實踐大學高雄校區,T,2019-10-05 17:33:54
310901700QU320000,實踐大學軍訓室,T,2019-10-05 17:33:54
310901700Q,實踐大學,T,2019-10-05 17:33:54
310901800QU080000,朝陽科技大學監察人提名委員會,T,2019-01-02 08:37:38
310901800QU060000,朝陽科技大學董事會,T,2019-01-02 08:37:38
310901800QU040000,中華民國斐陶斐榮譽學會朝陽科技大學分會,T,2019-01-02 08:37:38
310901800QU050000,朝陽科技大學校長遴選委員會,T,2019-01-02 08:37:38
310901800QU320000,朝陽科技大學軍訓室,T,2019-01-02 08:37:38
310901800Q,朝陽科技大學,T,2019-01-02 08:37:37
310901900QU500000,大學校院招收大陸地區學生聯合招生委員會,T,2018-12-25 17:44:19
310901900QU800000,南臺學校財團法人臺台科技大學附設進修學院,T,2018-12-25 17:44:19
310901900Q,南臺學校財團法人南臺科技大學,T,2018-12-25 17:44:18
310901900QU060000,中華服務管理學會,T,2018-12-25 17:44:19
310901900QU700000,國軍退除役官兵就讀大學校院甄試招生委員會,T,2018-12-25 17:44:19
310901900QU010000,南臺學校財團法人,T,2018-12-25 17:44:19
310902000Q,高雄醫學大學,T,2019-09-05 17:20:33
310902100QU410000,臺灣綠色大學聯盟,T,2019-10-07 16:43:15
310902100QU320000,南華大學軍訓室,T,2018-11-19 17:40:39
310902100QU420000,教育部生命教育中心,T,2019-10-07 16:43:44
310902100QU110000,南華大學校長遴選委員會,T,2018-11-19 17:40:39
310902100Q,南華大學,T,2019-09-09 16:30:10
310902200Q,真理大學,T,2019-04-29 17:28:28
310902200QU320000,真理大學軍訓室,T,2018-12-10 17:24:16
310902300Q,大同大學,T,2019-07-19 16:28:41
310902300QU320000,大同大學軍訓室,T,2019-01-22 17:52:39
310902400Q,臺北醫學大學,T,2019-09-10 17:00:29
310902400QU320000,臺北醫學大學軍訓室,T,2018-12-21 17:41:28
310902500QU320000,中山醫學大學軍訓室,T,2018-12-05 17:35:35
310902500Q,中山醫學大學,T,2019-07-31 16:36:34
310902600QU320000,龍華科技大學軍訓室,T,2019-01-17 17:53:46
310902600QU820000,龍華科技大學附設專科進修學校,T,2019-01-17 17:53:46
310902600Q,龍華科技大學,T,2019-11-06 16:35:33
310902600QU100000,龍華科技大學董事會,T,2019-01-17 17:53:45
310902600QU800000,龍華科技大學附設進修學院,T,2019-01-17 17:53:46
310902600QU550000,北二區大專校院學生事務工作協調聯絡中心,T,2019-01-17 17:53:46
310902900QU220000,慈濟學校財團法人,T,2018-12-28 17:53:13
310902900Q,慈濟學校財團法人慈濟大學,T,2018-12-28 17:53:13
310902900QU320000,慈濟學校財團法人慈濟大學軍訓室,T,2018-12-28 17:53:13
310903000Q,輔英科技大學,T,2019-08-20 16:18:57
310903000QU320000,輔英科技大學軍訓室,T,2018-12-28 17:53:14
310903100QU100000,樹德科技大學董事會,T,2018-12-10 17:24:14
310903100QU210000,樹德科技大學設計學院,T,2018-12-10 17:24:14
310903100QU230000,樹德科技大學資訊學院,T,2018-12-10 17:24:14
310903100QU220000,樹德科技大學管理學院,T,2018-12-10 17:24:14
310903100QU240000,樹德科技大學通識學院,T,2018-12-10 17:24:14
310903100QU320000,樹德科技大學軍訓室,T,2018-12-10 17:24:14
310903100QU820000,樹德科技大學附設專科進修學校,T,2018-12-10 17:24:14
310903100Q,樹德科技大學,T,2019-07-23 16:28:18
310903100QU250000,樹德科技大學應用社會學院,T,2018-12-10 17:24:14
310903200QU800000,明新學校財團法人明新科技大學附設進修學院,T,2018-12-18 17:31:22
310903200QU030000,明新學校財團法人明新科技大學校長遴選委員會,T,2018-12-18 17:30:46
310903200QU820000,明新學校財團法人明新科技大學附設專科進修學校,T,2018-12-18 17:31:33
310903200Q,明新學校財團法人明新科技大學,T,2019-09-03 16:37:02
310903200QU050000,明新學校財團法人,T,2018-12-19 16:27:35
310903200QU320000,明新學校財團法人明新科技大學軍訓室,T,2018-12-18 17:30:29
310903300Q,長榮大學,T,2019-08-19 16:26:57
310903400QU320000,弘光科技大學軍訓室,T,2018-12-20 17:36:44
310903400Q,弘光科技大學,T,2018-12-20 17:36:43
310903500QU320000,中國醫藥大學軍訓室,T,2018-12-10 17:24:14
310903500Q,中國醫藥大學,T,2018-12-10 17:24:14
310903500T,測試中國醫藥大學,T,2019-05-20 17:25:07
310903600QU320000,正修學校財團法人正修科技大學軍訓室,T,2019-01-22 17:52:41
310903600QU800000,正修學校財團法人正修科技大學附設進修學院,T,2019-01-22 17:52:41
310903600QU820000,正修學校財團法人正修科技大學附設專科進修學校,T,2019-01-22 17:52:41
310903600Q,正修學校財團法人正修科技大學,T,2019-01-22 17:52:41
310903900QU820000,高苑科技大學附設專科進修學校,T,2019-01-22 17:52:39
310903900Q,高苑科技大學,T,2019-01-22 17:52:39
310903900QU800000,高苑科技大學附設進修學院,T,2019-01-22 17:52:39
310903900QU320000,高苑科技大學軍訓室,T,2019-01-22 17:52:39
310904000QU320000,聖約翰科技大學軍訓室,T,2019-01-17 17:53:48
310904000Q,聖約翰科技大學,T,2019-01-17 17:53:48
310904000QU820000,聖約翰科技大學附設專科進修學校,T,2019-01-17 17:53:48
310904100QU810000,中國科技大學董事會,T,2019-08-15 16:30:17
310904100QU800000,中國科技大學附設進修學院,T,2019-01-15 17:23:49
310904100QU820000,中國科技大學附設專科進修學校,T,2019-01-15 17:23:49
310904100Q,中國科技大學,T,2019-01-15 17:23:49
310904100QU320000,中國科技大學軍訓室,T,2019-01-15 17:23:49
310904200QU860000,大仁科技大學校長遴選委員會,T,2019-09-04 17:17:15
310904200QU320000,大仁科技大學軍訓室,T,2019-01-17 17:32:14
310904200QU800000,大仁科技大學附設進修學院,T,2019-01-17 17:32:14
310904200Q,大仁科技大學,T,2019-01-17 17:32:14
310904200QU820000,大仁科技大學附設專科進修學校,T,2019-01-17 17:32:14
310904300QU940000,嶺東科技大學校長遴選委員會,T,2019-01-22 17:52:39
310904300QU920000,臺中市南湖社區大學,T,2019-01-22 17:52:39
310904300QU800000,嶺東科技大學附設進修學院,T,2019-01-22 17:52:39
310904300QU820000,嶺東科技大學附設專科進修學校,T,2019-01-22 17:52:39
310904300Q,嶺東科技大學,T,2019-01-22 17:52:39
310904300QU320000,嶺東科技大學軍訓室,T,2019-01-22 17:52:39
310904400QU880000,亞洲大學董事會,T,2019-01-17 17:53:47
310904400Q,亞洲大學,T,2019-01-17 17:53:47
310904400QU800000,亞洲大學校長遴選委員會,T,2019-01-17 17:53:47
310904400QU320000,亞洲大學軍訓室,T,2019-01-17 17:53:47
310904500Q,開南大學,T,2018-12-10 17:24:14
310904500QU320000,開南大學軍訓室,T,2018-12-10 17:24:14
310904600QU800000,光宇學校財團法人元培醫事科技大學附設進修學院,T,2018-12-24 17:38:40
310904600Q,光宇學校財團法人元培醫事科技大學,T,2018-12-24 17:38:39
310904600QU820000,光宇學校財團法人元培醫事科技大學附設專科進修學校,T,2018-12-24 17:38:40
310904600QU100000,光宇學校財團法人,T,2018-12-24 17:38:40
310904600QU320000,光宇學校財團法人元培醫事科技大學軍訓室,T,2018-12-24 17:38:40
